OBS,VNM_CAN_0,VNM_CANOTH_0,VNM_CANRATIO_0,VNM_CLIMLOSS_0,VNM_CMUD_0,VNM_CO2_0,VNM_COALC_0,VNM_CTAX_0,VNM_CTAXR_0,VNM_CXS_0,VNM_CXUD_0,VNM_DEP_0,VNM_EC_0,VNM_EFEX_0,VNM_EFF_0,VNM_ENAB_0,VNM_EXP_0,VNM_EXPE_0,VNM_EXPEB_0,VNM_EXPH_0,VNM_EXPHB_0,VNM_EXPSP_0,VNM_EXPSPB_0,VNM_EXR_0,VNM_FINC_0,VNM_FUELSH_0,VNM_GASC_0,VNM_GCARB_0,VNM_GCARBB_0,VNM_GCARBR_0,VNM_GCARBRB_0,VNM_GCOM_0,VNM_GCR_0,VNM_GDFXSH_0,VNM_GDI_0,VNM_GDN_0,VNM_GDNRATIO_0,VNM_GINI_DISP_0,VNM_GINT_0,VNM_GIP_0,VNM_GLN_0,VNM_GLNRATIO_0,VNM_GLNT_0,VNM_GOTH_0,VNM_GTRADE_0,VNM_GTRADER_0,VNM_HEAD19_0,VNM_HEAD55_0,VNM_HIC_0,VNM_IGR_0,VNM_INFT_0,VNM_INT_0,VNM_IPR_0,VNM_ITAX_0,VNM_ITAXR_0,VNM_ITR_0,VNM_K_0,VNM_KSTAR_0,VNM_LABSH_0,VNM_LFN_0,VNM_LIVES_0,VNM_LNN_0,VNM_LNNF_0,VNM_LOCK_0,VNM_LRX_0,VNM_LTI_0,VNM_MTD_0,VNM_MTN$_0,VNM_MTN_0,VNM_MTR$_0,VNM_MTR_0,VNM_OGC_0,VNM_OGI_0,VNM_OILC_0,VNM_OMS_0,VNM_OXS_0,VNM_PC_0,VNM_PCR_0,VNM_PE_0,VNM_PG_0,VNM_PM25_0,VNM_POIL_0,VNM_POPT_0,VNM_POPWA_0,VNM_PR_0,VNM_PREM_0,VNM_PROF_0,VNM_RC_0,VNM_REFEX_0,VNM_REL_RED_0,VNM_REMIT_0,VNM_REV_0,VNM_REVG_0,VNM_RPDI_0,VNM_SCR_0,VNM_SDLI_0,VNM_SHAREE_0,VNM_SHAREH_0,VNM_SHARESP_0,VNM_SHAREX_0,VNM_SOLV_0,VNM_TAX_0,VNM_TAXR_0,VNM_TECHL_0,VNM_TFP_0,VNM_TOURSH_0,VNM_URX_0,VNM_URXF_0,VNM_USER_0,VNM_WDR_0,VNM_XTD$_0,VNM_XTDNO$_0,VNM_XTN$_0,VNM_XTN_0,VNM_XTR$_0,VNM_XTR_0,VNM_YBAR_0,VNM_YED_0,VNM_YEN$_0,VNM_YEN_0,VNM_YER$_0,VNM_YER_0,VNM_YFT$_0,VNM_YFT_0,WLD_CO2_0,WLD_COALC_0,WLD_DD$_0,WLD_EC_0,WLD_GASC_0,WLD_HIC_0,WLD_LOCK_0,WLD_MTN$_0,WLD_MTR$_0,WLD_OILC_0,WLD_PC_0,WLD_PE_0,WLD_PG_0,WLD_POIL_0,WLD_POPT_0,WLD_POPWA_0,WLD_PR_0,WLD_RC_0,WLD_TECHL_0,WLD_XTN$_0,WLD_XTR$_0,WLD_YEN$_0,WLD_YER$_0,WLD_YFT$_0,USA_INFT_0,USA_INT_0
2040,133.5896000000,-2.3745740000,10.5926800000,135336.0000000000,1.5895550000,557.7191000000,4.3385350000,1707406.0000000000,0.0927072000,0.1967257000,1.6106840000,0.0333247000,8.4375770000,0.7773745000,1.0766570000,0.6500000000,9076025.0000000000,144831.3000000000,144832.0000000000,1122800.0000000000,1122802.0000000000,2328473.0000000000,2328481.0000000000,29857.7500000000,30.7957900000,0.0341637000,0.6494263000,-20508.1800000000,-20508.7400000000,-1.2315420000,-1.2315420000,269509.8000000000,948348.3000000000,0.5120000000,18342810.0000000000,17462800.0000000000,46.3757000000,34.3987700000,3.8123680000,686163.1000000000,-1129686.0000000000,-3.0000860000,-2.8649680000,1574590.0000000000,429203.3000000000,0.0125783000,0.0107221000,1.2585630000,2.2375450000,1665495.0000000000,2.7169720000,4.6208330000,2818593.0000000000,3127508.0000000000,0.1199021000,4484087.0000000000,57371760.0000000000,29994420.0000000000,0.4665951000,59660.9200000000,0.3040093000,58118.9400000000,27829.8700000000,0.0000000000,0.8426010000,7.9575990000,1.9962790000,1047.4120000000,31273300.0000000000,721.9783000000,15665800.0000000000,1408020.0000000000,3385740.0000000000,2.0096410000,0.0358106000,0.0279885000,9.0988130000,11657400.0000000000,15.1509500000,12.4411600000,24.5099500000,17.7621800000,107795.0000000000,70805.6800000000,33.7081500000,318.0721000000,18417200.0000000000,1.4399760000,1.0044650000,14.8552400000,1210107.0000000000,7946338.0000000000,2091.2590000000,9127375.0000000000,-135051.4000000000,0.6299269000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,856538.3000000000,0.0411598000,4.2575230000,0.0182269000,0.0547453000,2.5846030000,2.5465940000,9.4490980000,2592.4560000000,1.5127810000,1.5025220000,1142.8480000000,34122780.0000000000,755.4596000000,16391630.0000000000,27.4297300000,2.1297420000,1261.1530000000,37655100.0000000000,814.8668000000,17680610.0000000000,722.4679000000,15675800.0000000000,49633.1100000000,242.7031000000,150254.5000000000,811.3957000000,188.5022000000,2.0439640000,0.0000000000,71210.8400000000,45965.9100000000,245.9640000000,138.5183000000,16.6101000000,13.2243000000,109.5382000000,9198847.0000000000,5865349.0000000000,0.1213489000,134.2261000000,15.9886500000,71838.6500000000,45894.1500000000,237352.9000000000,150182.3000000000,157720.5000000000,2.0000000000,0.9908333000
2041,144.0655000000,-2.2133230000,10.7099400000,141539.8000000000,1.6213350000,573.6287000000,4.4561590000,1833928.0000000000,0.0927072000,0.1967257000,1.6428870000,0.0338780000,8.6663860000,0.7732750000,1.0920380000,0.6500000000,9719976.0000000000,155075.0000000000,155075.7000000000,1202213.0000000000,1202215.0000000000,2510732.0000000000,2510740.0000000000,30061.1200000000,30.7957900000,0.0341637000,0.6670293000,-21236.8700000000,-21237.4500000000,-1.2315420000,-1.2315420000,281425.5000000000,983270.5000000000,0.5120000000,19175140.0000000000,18659470.0000000000,46.1446200000,34.3987400000,3.8123660000,731773.6000000000,-1196637.0000000000,-2.9592680000,-2.8217200000,1685957.0000000000,456808.0000000000,0.0125783000,0.0085021200,1.0888940000,2.2975300000,1746534.0000000000,2.6811230000,4.6208330000,2928783.0000000000,3350787.0000000000,0.1199021000,4675318.0000000000,60103440.0000000000,31176370.0000000000,0.4665951000,59566.4500000000,0.3047136000,58018.4900000000,27781.7600000000,0.0000000000,0.8426000000,7.9575830000,2.0504710000,1104.1660000000,33192420.0000000000,746.0302000000,16187730.0000000000,1494991.0000000000,3625192.0000000000,2.0641260000,0.0358106000,0.0279885000,9.3290410000,12163530.0000000000,15.5314200000,12.7597100000,24.2331700000,18.2186000000,108044.7000000000,70693.6400000000,34.5001400000,318.0705000000,19781930.0000000000,1.4790720000,1.0043420000,14.8553700000,1272320.0000000000,8523338.0000000000,2198.0360000000,9538395.0000000000,-128860.6000000000,0.6299261000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,933475.9000000000,0.0417657000,4.2966080000,0.0182378000,0.0547453000,2.5987410000,2.5605230000,9.5495830000,2679.4860000000,1.5432680000,1.5325650000,1208.1210000000,36317400.0000000000,782.8312000000,16985510.0000000000,28.4057700000,2.1868380000,1345.1590000000,40436910.0000000000,852.2195000000,18491070.0000000000,753.3670000000,16346240.0000000000,50552.9800000000,247.1845000000,154886.6000000000,825.8460000000,191.8366000000,2.0950950000,0.0000000000,75104.1200000000,47510.9300000000,250.4292000000,142.0231000000,17.0285400000,13.5628400000,112.3527000000,9257745.0000000000,5897064.0000000000,0.1241999000,136.3960000000,16.0073000000,75670.5500000000,47374.9500000000,249356.6000000000,154750.5000000000,162783.4000000000,2.0000000000,0.9908333000
2042,155.6327000000,-2.0632850000,10.8500600000,147989.4000000000,1.6537500000,589.6202000000,4.5743340000,1968676.0000000000,0.0927072000,0.1967257000,1.6757350000,0.0344273000,8.8964100000,0.7694016000,1.1074180000,0.6500000000,10405980.0000000000,165997.7000000000,165998.4000000000,1286888.0000000000,1286893.0000000000,2706092.0000000000,2706100.0000000000,30255.6300000000,30.7957900000,0.0341637000,0.6847359000,-21970.1900000000,-21970.9000000000,-1.2315420000,-1.2315420000,293840.4000000000,1019372.0000000000,0.5120000000,20039910.0000000000,19928500.0000000000,45.9198000000,34.3986900000,3.8123650000,779969.0000000000,-1269039.0000000000,-2.9241560000,-2.7806340000,1804708.0000000000,485879.4000000000,0.0125783000,0.0067324000,0.9403932000,2.3583410000,1831160.0000000000,2.6470670000,4.6208330000,3039970.0000000000,3587392.0000000000,0.1199021000,4871130.0000000000,62905390.0000000000,32396470.0000000000,0.4665951000,59463.3500000000,0.3053790000,57909.7400000000,27729.7000000000,0.0000000000,0.8425993000,7.9575660000,2.1053910000,1163.2400000000,35194560.0000000000,770.3927000000,16716380.0000000000,1586505.0000000000,3880524.0000000000,2.1189560000,0.0358106000,0.0279885000,9.5685740000,12686640.0000000000,15.9219900000,13.0773500000,23.9522800000,18.6806400000,108280.7000000000,70571.3600000000,35.3060800000,318.0689000000,21235430.0000000000,1.5183830000,1.0042270000,14.8555400000,1337079.0000000000,9136939.0000000000,2309.2360000000,9958818.0000000000,-122988.3000000000,0.6299253000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1016102.0000000000,0.0423823000,4.3356880000,0.0182351000,0.0547453000,2.6127410000,2.5743190000,9.6476250000,2768.2210000000,1.5743590000,1.5632070000,1276.7450000000,38628650.0000000000,810.9609000000,17595860.0000000000,29.4098400000,2.2447160000,1434.3950000000,43398500.0000000000,891.0522000000,19333640.0000000000,785.6352000000,17046380.0000000000,51482.6400000000,251.6944000000,159681.1000000000,840.4586000000,195.2274000000,2.1471550000,0.0000000000,79162.0500000000,49079.1300000000,254.9513000000,145.6698000000,17.4545500000,13.9004800000,115.2023000000,9315508.0000000000,5927983.0000000000,0.1271017000,138.5851000000,16.0258500000,79662.2200000000,48876.9600000000,262001.6000000000,159478.8000000000,167916.5000000000,2.0000000000,0.9908333000
2043,167.8401000000,-1.9244180000,10.9798100000,154637.6000000000,1.6868140000,605.6754000000,4.6930130000,2111346.0000000000,0.0927072000,0.1967257000,1.7092410000,0.0349731000,9.1273260000,0.7657385000,1.1227990000,0.6500000000,11129870.0000000000,177532.1000000000,177532.8000000000,1376308.0000000000,1376313.0000000000,2913602.0000000000,2913610.0000000000,30441.6200000000,30.7957900000,0.0341637000,0.7025030000,-22707.1500000000,-22707.8600000000,-1.2315420000,-1.2315420000,306702.3000000000,1055854.0000000000,0.5120000000,20931230.0000000000,21270660.0000000000,45.7102600000,34.3986600000,3.8123580000,830956.4000000000,-1342163.0000000000,-2.8842820000,-2.7416020000,1930107.0000000000,516502.8000000000,0.0125783000,0.0053278900,0.8110996000,2.4200000000,1918180.0000000000,2.6147140000,4.6208330000,3156410.0000000000,3837511.0000000000,0.1199021000,5074589.0000000000,65780000.0000000000,33656140.0000000000,0.4665951000,59351.6000000000,0.3060049000,57792.6600000000,27673.6200000000,0.0000000000,0.8425987000,7.9575510000,2.1610840000,1225.2900000000,37299770.0000000000,795.4330000000,17259770.0000000000,1681305.0000000000,4150149.0000000000,2.1739730000,0.0358106000,0.0279885000,9.8116460000,13225410.0000000000,16.3190600000,13.4020100000,23.6672500000,19.1518100000,108502.6000000000,70438.7800000000,36.1247800000,318.0673000000,22774370.0000000000,1.5578360000,1.0041190000,14.8556500000,1404388.0000000000,9787694.0000000000,2424.7800000000,10394320.0000000000,-117463.2000000000,0.6299246000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1105804.0000000000,0.0430260000,4.3747410000,0.0182218000,0.0547453000,2.6266440000,2.5880170000,9.7434190000,2859.4920000000,1.6060670000,1.5944630000,1348.9230000000,41063290.0000000000,839.8900000000,18223550.0000000000,30.4391500000,2.3034020000,1528.6210000000,46533690.0000000000,931.0818000000,20202190.0000000000,818.8152000000,17766290.0000000000,52423.6100000000,256.2472000000,164624.1000000000,855.2471000000,198.6666000000,2.2001630000,0.0000000000,83423.9300000000,50690.2300000000,259.5391000000,149.3701000000,17.8882500000,14.2455700000,118.1081000000,9372118.0000000000,5958096.0000000000,0.1300488000,140.7940000000,16.0442700000,83848.6000000000,50417.4100000000,275288.2000000000,164351.2000000000,173188.1000000000,2.0000000000,0.9908333000
2044,180.7166000000,-1.7957770000,11.1000900000,161486.5000000000,1.7205410000,621.7783000000,4.8120320000,2262290.0000000000,0.0927072000,0.1967257000,1.7434160000,0.0355151000,9.3589380000,0.7622739000,1.1381800000,0.6500000000,11893870.0000000000,189706.0000000000,189706.7000000000,1470684.0000000000,1470690.0000000000,3133830.0000000000,3133838.0000000000,30619.3900000000,30.7957900000,0.0341637000,0.7203263000,-23446.9900000000,-23447.7200000000,-1.2315420000,-1.2315420000,320026.2000000000,1092999.0000000000,0.5120000000,21849400.0000000000,22688350.0000000000,45.5130500000,34.3986200000,3.8123570000,884761.9000000000,-1417670.0000000000,-2.8438590000,-2.7045220000,2062460.0000000000,548750.0000000000,0.0125783000,0.0042145600,0.6987682000,2.4825270000,2007637.0000000000,2.5839780000,4.6208330000,3278282.0000000000,4101607.0000000000,0.1199021000,5285919.0000000000,68729720.0000000000,34956550.0000000000,0.4665951000,59230.7700000000,0.3065889000,57666.8900000000,27613.3900000000,0.0000000000,0.8425976000,7.9575360000,2.2175580000,1290.4570000000,39512910.0000000000,821.1672000000,17818210.0000000000,1780149.0000000000,4434723.0000000000,2.2291650000,0.0358107000,0.0279885000,10.0587200000,13779550.0000000000,16.7230100000,13.7332100000,23.3780800000,19.6321700000,108709.7000000000,70295.4500000000,36.9564400000,318.0657000000,24402530.0000000000,1.5974180000,1.0040140000,14.8557800000,1474318.0000000000,10476200.0000000000,2544.7650000000,10842470.0000000000,-112260.4000000000,0.6299238000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1201961.0000000000,0.0436659000,4.4137480000,0.0182006000,0.0547453000,2.6403640000,2.6015370000,9.8370230000,2953.3410000000,1.6384100000,1.6263460000,1424.8170000000,43627030.0000000000,869.6341000000,18868960.0000000000,31.4935200000,2.3629130000,1628.0610000000,49850200.0000000000,972.3193000000,21096930.0000000000,852.9249000000,18506400.0000000000,53375.1500000000,260.8406000000,169714.1000000000,870.2019000000,202.1540000000,2.2541360000,0.0000000000,87899.2900000000,52345.2100000000,264.1854000000,153.1320000000,18.3298500000,14.5976200000,121.0702000000,9427555.0000000000,5987392.0000000000,0.1330427000,143.0224000000,16.0625900000,88238.3100000000,51996.9000000000,289238.1000000000,169365.9000000000,178601.5000000000,2.0000000000,0.9908333000
2045,194.2923000000,-1.6764770000,11.2115400000,168540.2000000000,1.7549400000,637.9862000000,4.9318310000,2421907.0000000000,0.0927072000,0.1967257000,1.7782770000,0.0360504000,9.5920680000,0.7589961000,1.1535610000,0.6500000000,12700140.0000000000,202550.4000000000,202551.1000000000,1570263.0000000000,1570266.0000000000,3367397.0000000000,3367404.0000000000,30789.2600000000,30.7957900000,0.0341637000,0.7382653000,-24191.6600000000,-24192.4000000000,-1.2315420000,-1.2315420000,333784.7000000000,1130959.0000000000,0.5120000000,22794990.0000000000,24184620.0000000000,45.3262700000,34.3985900000,3.8123560000,941475.1000000000,-1496250.0000000000,-2.8042410000,-2.6692960000,2202103.0000000000,582696.4000000000,0.0125783000,0.0033323500,0.6013004000,2.5459450000,2099593.0000000000,2.5547790000,4.6208330000,3405653.0000000000,4380314.0000000000,0.1199021000,5505250.0000000000,71757240.0000000000,36298770.0000000000,0.4665951000,59100.5100000000,0.3071286000,57531.9900000000,27548.8300000000,0.0000000000,0.8425970000,7.9575250000,2.2748420000,1358.8860000000,41839080.0000000000,847.6129000000,18392100.0000000000,1883483.0000000000,4734976.0000000000,2.2847110000,0.0358107000,0.0279885000,10.3099400000,14349310.0000000000,17.1340200000,14.0710500000,23.0848400000,20.1220200000,108901.0000000000,70140.9400000000,37.8012400000,318.0647000000,26124280.0000000000,1.6372600000,1.0039120000,14.8559100000,1546944.0000000000,11203900.0000000000,2669.2830000000,11303510.0000000000,-107356.1000000000,0.6299231000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1304611.0000000000,0.0442907000,4.4526980000,0.0181738000,0.0547453000,2.6540160000,2.6149840000,9.9281880000,3049.8250000000,1.6714010000,1.6588660000,1504.6130000000,46325870.0000000000,900.2114000000,19532410.0000000000,32.5734700000,2.4232760000,1732.9670000000,53356730.0000000000,1014.7910000000,22018470.0000000000,887.9877000000,19267180.0000000000,54331.7200000000,265.4239000000,174949.8000000000,885.2480000000,205.6897000000,2.3090900000,0.0000000000,92598.0000000000,54044.9000000000,268.8794000000,156.9561000000,18.7795200000,14.9567200000,124.0908000000,9481803.0000000000,6015864.0000000000,0.1360839000,145.2550000000,16.0808100000,92840.3100000000,53616.0900000000,303875.2000000000,174521.0000000000,184159.4000000000,2.0000000000,0.9908333000
2046,207.5351000000,-1.5696210000,11.2815500000,175421.7000000000,1.7900290000,653.4698000000,5.0462900000,2584861.0000000000,0.0927072000,0.1967257000,1.8138340000,0.0365719000,9.8147830000,0.7558938000,1.1689420000,0.6500000000,13531240.0000000000,215597.2000000000,215597.9000000000,1671404.0000000000,1671410.0000000000,3616094.0000000000,3616105.0000000000,30951.5300000000,30.7957900000,0.0341637000,0.7554015000,-24909.3800000000,-24910.1700000000,-1.2315420000,-1.2315420000,347905.2000000000,1167081.0000000000,0.5120000000,23718370.0000000000,25765490.0000000000,45.2514900000,34.3985200000,3.8123500000,1001212.0000000000,-1580853.0000000000,-2.7764280000,-2.6358310000,2343945.0000000000,617850.5000000000,0.0125783000,0.0026599200,0.5201629000,2.6102730000,2188508.0000000000,2.5270400000,4.6208330000,3534351.0000000000,4666696.0000000000,0.1199021000,5722858.0000000000,74855800.0000000000,37665910.0000000000,0.4665951000,58820.9400000000,0.3076241000,57251.9000000000,27414.6800000000,0.0000000000,0.8425959000,7.9575090000,2.3329550000,1430.2950000000,44269780.0000000000,874.5144000000,18975860.0000000000,1986978.0000000000,5039950.0000000000,2.3377620000,0.0358107000,0.0279885000,10.5642000000,14910700.0000000000,17.5515300000,14.4169600000,22.7863700000,20.6222700000,109076.8000000000,69809.2100000000,38.6590000000,318.0632000000,27881980.0000000000,1.6753280000,1.0038110000,14.8561200000,1621205.0000000000,11950380.0000000000,2797.7840000000,11755410.0000000000,-102972.5000000000,0.6299216000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1411242.0000000000,0.0448955000,4.4915820000,0.0181427000,0.0547453000,2.6674890000,2.6282590000,10.0162400000,3147.5880000000,1.7050490000,1.6920370000,1587.0200000000,49120700.0000000000,930.7784000000,20195620.0000000000,33.6323700000,2.4845040000,1839.6010000000,56938370.0000000000,1056.2200000000,22917420.0000000000,921.8892000000,20002750.0000000000,55280.2500000000,269.9593000000,180265.8000000000,900.1586000000,209.1834000000,2.3650500000,0.0000000000,97487.5700000000,55765.4300000000,273.5579000000,160.8271000000,19.2374000000,15.3244000000,127.1762000000,9534855.0000000000,6040511.0000000000,0.1391721000,147.4580000000,16.0989300000,97624.4800000000,55253.3400000000,319113.6000000000,179753.2000000000,189788.6000000000,2.0000000000,0.9908333000
2047,221.9291000000,-1.4698450000,11.3690500000,182512.9000000000,1.8258210000,668.9521000000,5.1607280000,2756956.0000000000,0.0927072000,0.1967257000,1.8501010000,0.0370871000,10.0374700000,0.7529569000,1.1843220000,0.6500000000,14419420.0000000000,229562.3000000000,229563.0000000000,1779669.0000000000,1779675.0000000000,3883705.0000000000,3883713.0000000000,31106.5000000000,30.7957900000,0.0341637000,0.7725392000,-25627.2700000000,-25628.1800000000,-1.2315420000,-1.2315420000,362489.2000000000,1204697.0000000000,0.5120000000,24669940.0000000000,27441640.0000000000,45.1927500000,34.3984200000,3.8123490000,1064200.0000000000,-1676140.0000000000,-2.7603820000,-2.6040400000,2495772.0000000000,655021.7000000000,0.0125783000,0.0021189300,0.4490531000,2.6755420000,2282311.0000000000,2.5006880000,4.6208330000,3657698.0000000000,4969447.0000000000,0.1199021000,5940006.0000000000,78019650.0000000000,39060400.0000000000,0.4665951000,58531.7000000000,0.3080751000,56962.5200000000,27276.1100000000,0.0000000000,0.8425953000,7.9574960000,2.3919170000,1505.3110000000,46824950.0000000000,902.1851000000,19576320.0000000000,2095873.0000000000,5366396.0000000000,2.3908140000,0.0358107000,0.0279885000,10.8228200000,15490690.0000000000,17.9765800000,14.7683800000,22.4836900000,21.1336100000,109236.7000000000,69466.0100000000,39.5305600000,318.0617000000,29738340.0000000000,1.7134050000,1.0037180000,14.8563300000,1698188.0000000000,12743270.0000000000,2931.0620000000,12221200.0000000000,-98809.7100000000,0.6299202000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1526277.0000000000,0.0455256000,4.5303950000,0.0181104000,0.0547453000,2.6809200000,2.6414930000,10.1020300000,3248.3100000000,1.7393720000,1.7258710000,1674.1170000000,52075920.0000000000,962.4856000000,20883580.0000000000,34.7233300000,2.5466280000,1952.0470000000,60721310.0000000000,1098.9170000000,23843840.0000000000,957.6564000000,20778800.0000000000,56233.3800000000,274.5021000000,185720.4000000000,915.1392000000,212.7059000000,2.4220300000,0.0000000000,102626.6000000000,57536.0800000000,278.2694000000,164.7638000000,19.7036200000,15.6979700000,130.3294000000,9586708.0000000000,6064300.0000000000,0.1423096000,149.6616000000,16.1169700000,102646.2000000000,56935.5200000000,335076.6000000000,185119.9000000000,195581.6000000000,2.0000000000,0.9908333000
2048,236.9810000000,-1.3770130000,11.4480800000,189768.9000000000,1.8623280000,684.3677000000,5.2747040000,2937866.0000000000,0.0927072000,0.1967257000,1.8870940000,0.0375963000,10.2592000000,0.7501764000,1.1997030000,0.6500000000,15350700.0000000000,244228.6000000000,244229.3000000000,1893369.0000000000,1893375.0000000000,4166750.0000000000,4166758.0000000000,31254.4600000000,30.7957900000,0.0341637000,0.7895938000,-26342.5300000000,-26343.4200000000,-1.2315420000,-1.2315420000,377546.6000000000,1241809.0000000000,0.5120000000,25643770.0000000000,29211060.0000000000,45.1497000000,34.3983600000,3.8123480000,1130850.0000000000,-1769424.0000000000,-2.7348870000,-2.5738380000,2655221.0000000000,694075.2000000000,0.0125783000,0.0016872100,0.3872577000,2.7417750000,2378221.0000000000,2.4756540000,4.6208330000,3785028.0000000000,5288021.0000000000,0.1199021000,6163247.0000000000,81249650.0000000000,40484340.0000000000,0.4665951000,58232.1500000000,0.3084774000,56663.3100000000,27132.8700000000,0.0000000000,0.8425942000,7.9574860000,2.4517550000,1584.0620000000,49509030.0000000000,930.6172000000,20193300.0000000000,2206265.0000000000,5709232.0000000000,2.4436060000,0.0358107000,0.0279885000,11.0855700000,16085540.0000000000,18.4089400000,15.1270400000,22.1766800000,21.6552900000,109379.3000000000,69110.5700000000,40.4150900000,318.0607000000,31689740.0000000000,1.7513020000,1.0036290000,14.8565300000,1777996.0000000000,13581290.0000000000,3069.2470000000,12699380.0000000000,-94881.1100000000,0.6299189000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1651816.0000000000,0.0462267000,4.5691390000,0.0180778000,0.0547453000,2.6941240000,2.6545030000,10.1857300000,3351.7770000000,1.7743820000,1.7603830000,1765.5320000000,55180780.0000000000,995.0154000000,21589390.0000000000,35.8397900000,2.6096660000,2070.0520000000,64698280.0000000000,1142.6080000000,24791830.0000000000,994.2267000000,21572290.0000000000,57191.5800000000,279.0536000000,191321.5000000000,930.1953000000,216.2523000000,2.4800520000,0.0000000000,108017.6000000000,59353.1400000000,283.0237000000,168.7644000000,20.1783400000,16.0792000000,133.5463000000,9637357.0000000000,6087230.0000000000,0.1454938000,151.8654000000,16.1349500000,107906.3000000000,58658.6100000000,351803.5000000000,190626.9000000000,201525.3000000000,2.0000000000,0.9908333000
2049,252.7009000000,-1.2905830000,11.5189500000,197186.5000000000,1.8995670000,699.6836000000,5.3879370000,3127880.0000000000,0.0927072000,0.1967257000,1.9248290000,0.0380994000,10.4795000000,0.7475434000,1.2150840000,0.6500000000,16327750.0000000000,259621.9000000000,259622.6000000000,2012704.0000000000,2012710.0000000000,4465774.0000000000,4465783.0000000000,31395.6900000000,30.7957900000,0.0341637000,0.8065426000,-27053.7600000000,-27054.6900000000,-1.2315420000,-1.2315420000,393088.1000000000,1278948.0000000000,0.5120000000,26639380.0000000000,31074910.0000000000,45.1175800000,34.3983000000,3.8123430000,1201076.0000000000,-1863811.0000000000,-2.7060660000,-2.5451460000,2822575.0000000000,735096.5000000000,0.0125783000,0.0013433600,0.3337061000,2.8089950000,2476229.0000000000,2.4518710000,4.6208330000,3916736.0000000000,5622628.0000000000,0.1199021000,6392966.0000000000,84547070.0000000000,41939370.0000000000,0.4665951000,57921.4500000000,0.3088252000,56353.3600000000,26984.4200000000,0.0000000000,0.8425931000,7.9574730000,2.5124820000,1666.7450000000,52328560.0000000000,959.8386000000,20827440.0000000000,2319516.0000000000,6069064.0000000000,2.4960620000,0.0358107000,0.0279885000,11.3525500000,16694080.0000000000,18.8488000000,15.4928700000,21.8653300000,22.1877000000,109502.6000000000,68741.8500000000,41.3132000000,318.0594000000,33739330.0000000000,1.7889670000,1.0035420000,14.8567700000,1860737.0000000000,14463930.0000000000,3212.5030000000,13187660.0000000000,-91172.2100000000,0.6299178000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1786522.0000000000,0.0469488000,4.6078140000,0.0180455000,0.0547453000,2.7072410000,2.6674270000,10.2674000000,3458.0560000000,1.8100910000,1.7955840000,1861.4700000000,58442060.0000000000,1028.3870000000,22313460.0000000000,36.9802600000,2.6736480000,2193.7870000000,68875360.0000000000,1187.2710000000,25760870.0000000000,1031.5980000000,22383150.0000000000,58154.5700000000,283.6129000000,197072.5000000000,945.3258000000,219.8249000000,2.5391340000,0.0000000000,113673.2000000000,61217.9700000000,287.8154000000,172.8290000000,20.6617000000,16.4680500000,136.8300000000,9686800.0000000000,6109304.0000000000,0.1487268000,154.0722000000,16.1528700000,113416.8000000000,60423.6800000000,369330.3000000000,196278.3000000000,207624.3000000000,2.0000000000,0.9908333000
