OBS,VNM_CAN_0,VNM_CANOTH_0,VNM_CANRATIO_0,VNM_CLIMLOSS_0,VNM_CMUD_0,VNM_CO2_0,VNM_COALC_0,VNM_CTAX_0,VNM_CTAXR_0,VNM_CXS_0,VNM_CXUD_0,VNM_DEP_0,VNM_EC_0,VNM_EFEX_0,VNM_EFF_0,VNM_ENAB_0,VNM_EXP_0,VNM_EXPE_0,VNM_EXPEB_0,VNM_EXPH_0,VNM_EXPHB_0,VNM_EXPSP_0,VNM_EXPSPB_0,VNM_EXR_0,VNM_FINC_0,VNM_FUELSH_0,VNM_GASC_0,VNM_GCARB_0,VNM_GCARBB_0,VNM_GCARBR_0,VNM_GCARBRB_0,VNM_GCOM_0,VNM_GCR_0,VNM_GDFXSH_0,VNM_GDI_0,VNM_GDN_0,VNM_GDNRATIO_0,VNM_GINI_DISP_0,VNM_GINT_0,VNM_GIP_0,VNM_GLN_0,VNM_GLNRATIO_0,VNM_GLNT_0,VNM_GOTH_0,VNM_GTRADE_0,VNM_GTRADER_0,VNM_HEAD19_0,VNM_HEAD55_0,VNM_HIC_0,VNM_IGR_0,VNM_INFT_0,VNM_INT_0,VNM_IPR_0,VNM_ITAX_0,VNM_ITAXR_0,VNM_ITR_0,VNM_K_0,VNM_KSTAR_0,VNM_LABSH_0,VNM_LFN_0,VNM_LIVES_0,VNM_LNN_0,VNM_LNNF_0,VNM_LOCK_0,VNM_LRX_0,VNM_LTI_0,VNM_MTD_0,VNM_MTN$_0,VNM_MTN_0,VNM_MTR$_0,VNM_MTR_0,VNM_OGC_0,VNM_OGI_0,VNM_OILC_0,VNM_OMS_0,VNM_OXS_0,VNM_PC_0,VNM_PCR_0,VNM_PE_0,VNM_PG_0,VNM_PM25_0,VNM_POIL_0,VNM_POPT_0,VNM_POPWA_0,VNM_PR_0,VNM_PREM_0,VNM_PROF_0,VNM_RC_0,VNM_REFEX_0,VNM_REL_RED_0,VNM_REMIT_0,VNM_REV_0,VNM_REVG_0,VNM_RPDI_0,VNM_SCR_0,VNM_SDLI_0,VNM_SHAREE_0,VNM_SHAREH_0,VNM_SHARESP_0,VNM_SHAREX_0,VNM_SOLV_0,VNM_TAX_0,VNM_TAXR_0,VNM_TECHL_0,VNM_TFP_0,VNM_TOURSH_0,VNM_URX_0,VNM_URXF_0,VNM_USER_0,VNM_WDR_0,VNM_XTD$_0,VNM_XTDNO$_0,VNM_XTN$_0,VNM_XTN_0,VNM_XTR$_0,VNM_XTR_0,VNM_YBAR_0,VNM_YED_0,VNM_YEN$_0,VNM_YEN_0,VNM_YER$_0,VNM_YER_0,VNM_YFT$_0,VNM_YFT_0,WLD_CO2_0,WLD_COALC_0,WLD_DD$_0,WLD_EC_0,WLD_GASC_0,WLD_HIC_0,WLD_LOCK_0,WLD_MTN$_0,WLD_MTR$_0,WLD_OILC_0,WLD_PC_0,WLD_PE_0,WLD_PG_0,WLD_POIL_0,WLD_POPT_0,WLD_POPWA_0,WLD_PR_0,WLD_RC_0,WLD_TECHL_0,WLD_XTN$_0,WLD_XTR$_0,WLD_YEN$_0,WLD_YER$_0,WLD_YFT$_0,USA_INFT_0,USA_INT
2034,77.471400000,-3.718851000,9.278865000,100802.000000000,1.411560000,462.162900000,3.632393000,1074407.000000000,0.092707200,0.196725700,1.430310000,0.029991100,7.063178000,0.807519100,0.984371900,0.650000000,5868326.000000000,93399.510000000,93399.990000000,724075.200000000,724078.100000000,1449932.000000000,1449938.000000000,28433.100000000,30.795790000,0.034163700,0.543632600,-16183.500000000,-16183.890000000,-1.231542000,-1.231542000,206497.100000000,749229.100000000,0.512000000,13715550.000000000,11575420.000000000,48.760350000,34.398950000,3.812392000,460058.900000000,-792391.400000000,-3.337872000,-3.176680000,1015430.000000000,291895.700000000,0.012578300,0.044023000,2.973797000,1.893912000,1214362.000000000,2.975350000,4.620833000,2253884.000000000,2012509.000000000,0.119902100,3468246.000000000,42437040.000000000,23759400.000000000,0.466595100,59447.880000000,0.298750500,57963.550000000,27755.460000000,0.000000000,0.842605000,7.957707000,1.686015000,766.275500000,21787570.000000000,595.560500000,12922540.000000000,957395.100000000,2183468.000000000,1.681958000,0.035810300,0.027988500,7.759369000,8862411.000000000,12.979410000,10.696100000,26.082030000,15.223570000,105930.400000000,70552.480000000,29.208860000,318.082900000,11589250.000000000,1.205191000,1.005305000,14.854810000,889603.800000000,5075936.000000000,1537.992000000,6871869.000000000,-184105.100000000,0.629930200,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,489844.300000000,0.037160400,4.024564000,0.017781800,0.054745300,2.496848000,2.460130000,8.796990000,2132.511000000,1.342025000,1.334248000,816.178300000,23206430.000000000,608.168700000,13195760.000000000,21.940330000,1.802674000,834.923300000,23739430.000000000,606.936100000,13169030.000000000,550.451900000,11943470.000000000,44434.670000000,217.301300000,125744.900000000,729.706500000,169.656700000,1.755694000,0.000000000,51916.180000000,37827.360000000,220.839100000,118.126900000,14.251010000,11.369320000,93.882630000,8821863.000000000,5675603.000000000,0.105151900,121.908900000,15.875120000,52732.190000000,38034.990000000,177239.900000000,125952.800000000,130998.900000000,2.000000000,
2035,85.613660000,-3.439884000,9.544164000,106195.800000000,1.439776000,478.137400000,3.750403000,1165440.000000000,0.092707200,0.196725700,1.458904000,0.030564000,7.292952000,0.801747600,0.999752700,0.650000000,6330028.000000000,100845.200000000,100845.500000000,781795.600000000,781798.300000000,1573074.000000000,1573080.000000000,28696.560000000,30.795790000,0.034163700,0.561325000,-16898.030000000,-16898.440000000,-1.231542000,-1.231542000,216205.300000000,780974.400000000,0.512000000,14438140.000000000,12416370.000000000,48.234800000,34.398950000,3.812385000,492593.700000000,-840952.700000000,-3.266908000,-3.117846000,1096374.000000000,311786.800000000,0.012578300,0.034707700,2.580297000,1.949331000,1285122.000000000,2.926582000,4.620833000,2338199.000000000,2173713.000000000,0.119902100,3623319.000000000,44763300.000000000,24695090.000000000,0.466595100,59594.580000000,0.299782000,58097.670000000,27819.690000000,0.000000000,0.842604400,7.957687000,1.736030000,807.383300000,23169110.000000000,615.075800000,13346000.000000000,1024204.000000000,2357514.000000000,1.736786000,0.035810400,0.027988500,7.977855000,9300160.000000000,13.328550000,10.968610000,25.830620000,15.623570000,106296.100000000,70726.620000000,29.927990000,318.080800000,12571190.000000000,1.244439000,1.005150000,14.854830000,936768.400000000,5489075.000000000,1619.719000000,7223266.000000000,-174253.400000000,0.629929500,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,540834.400000000,0.037881700,4.062991000,0.017930200,0.054745300,2.511802000,2.474865000,8.913905000,2203.013000000,1.369092000,1.360923000,863.792900000,24787850.000000000,630.923700000,13689480.000000000,22.811640000,1.855424000,897.026300000,25741540.000000000,639.413100000,13873700.000000000,577.432700000,12528880.000000000,45288.150000000,221.583200000,129495.300000000,743.051700000,172.659100000,1.801616000,0.000000000,54730.370000000,39080.070000000,224.884600000,121.453000000,14.626870000,11.658960000,96.349440000,8887524.000000000,5709579.000000000,0.107740700,123.924900000,15.894270000,55525.290000000,39247.330000000,186023.900000000,129662.300000000,135126.100000000,2.000000000,
2036,93.887440000,-3.190193000,9.764855000,111614.400000000,1.468556000,493.845900000,3.866468000,1260573.000000000,0.092707200,0.196725700,1.488070000,0.031129700,7.518899000,0.796300300,1.015134000,0.650000000,6814078.000000000,108587.000000000,108587.700000000,841817.500000000,841820.400000000,1704846.000000000,1704852.000000000,28949.160000000,30.795790000,0.034163700,0.578719200,-17606.830000000,-17607.250000000,-1.231542000,-1.231542000,226218.200000000,812538.800000000,0.512000000,15164560.000000000,13309130.000000000,47.815930000,34.398920000,3.812384000,527018.100000000,-892750.200000000,-3.207396000,-3.061954000,1180549.000000000,332744.600000000,0.012578300,0.027503300,2.243107000,2.005470000,1355738.000000000,2.880253000,4.620833000,2426864.000000000,2342445.000000000,0.119902100,3782602.000000000,47152460.000000000,25671110.000000000,0.466595100,59632.900000000,0.300745100,58126.170000000,27833.360000000,0.000000000,0.842603700,7.957667000,1.786709000,850.836100000,24630960.000000000,635.336400000,13785670.000000000,1093303.000000000,2538503.000000000,1.790679000,0.035810400,0.027988500,8.197911000,9741526.000000000,13.682430000,11.249000000,25.574610000,16.032710000,106637.600000000,70772.170000000,30.657970000,318.079000000,13597380.000000000,1.283032000,1.005003000,14.854900000,987229.000000000,5921328.000000000,1706.756000000,7578864.000000000,-165362.200000000,0.629929200,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,594696.100000000,0.038549000,4.101654000,0.018039800,0.054745300,2.526646000,2.489490000,9.027247000,2276.312000000,1.396700000,1.388131000,913.811600000,26454050.000000000,654.264500000,14195920.000000000,23.684460000,1.908859000,961.483000000,27834080.000000000,672.038100000,14581580.000000000,604.357100000,13113080.000000000,46145.720000000,225.852800000,133413.800000000,756.487200000,175.690600000,1.848365000,0.000000000,57708.720000000,40382.670000000,228.983000000,124.803200000,15.009490000,11.957070000,98.872530000,8952049.000000000,5742422.000000000,0.110368300,125.960800000,15.913320000,58479.970000000,40508.050000000,195327.700000000,133538.900000000,139406.300000000,2.000000000,
2037,102.912300000,-2.960228000,9.991452000,117243.700000000,1.497913000,509.660800000,3.983313000,1362122.000000000,0.092707200,0.196725700,1.517820000,0.031688200,7.746380000,0.791157400,1.030514000,0.650000000,7331973.000000000,116878.500000000,116879.100000000,906095.400000000,906098.200000000,1846483.000000000,1846489.000000000,29191.240000000,30.795790000,0.034163700,0.596234100,-18322.630000000,-18323.140000000,-1.231542000,-1.231542000,236553.000000000,845481.200000000,0.512000000,15919070.000000000,14258730.000000000,47.423090000,34.398840000,3.812379000,563455.300000000,-949590.000000000,-3.158239000,-3.008856000,1270689.000000000,354965.900000000,0.012578300,0.021756300,1.945764000,2.062344000,1429711.000000000,2.836241000,4.620833000,2516647.000000000,2521863.000000000,0.119902100,3946359.000000000,49604640.000000000,26688240.000000000,0.466595100,59657.000000000,0.301641300,58140.890000000,27840.380000000,0.000000000,0.842603000,7.957650000,1.838054000,896.499000000,26169910.000000000,656.172400000,14237810.000000000,1166738.000000000,2732325.000000000,1.844936000,0.035810500,0.027988500,8.420432000,10198450.000000000,14.041900000,11.534950000,25.314550000,16.450990000,106955.400000000,70800.830000000,31.402560000,318.077100000,14692750.000000000,1.321895000,1.004861000,14.855020000,1039735.000000000,6382382.000000000,1797.311000000,7946547.000000000,-157021.700000000,0.629928600,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,652713.600000000,0.039200200,4.140487000,0.018118700,0.054745300,2.541359000,2.503983000,9.137316000,2352.043000000,1.424863000,1.415886000,966.753300000,28220690.000000000,678.488200000,14721540.000000000,24.584350000,1.962988000,1030.003000000,30067050.000000000,705.932200000,15316990.000000000,632.563000000,13725080.000000000,47009.360000000,230.097500000,137445.300000000,770.050000000,178.797600000,1.895957000,0.000000000,60842.070000000,41724.160000000,233.142200000,128.190700000,15.398990000,12.261040000,101.451800000,9015438.000000000,5774414.000000000,0.113048700,128.013000000,15.932280000,61585.490000000,41804.880000000,205089.700000000,137526.400000000,143810.100000000,2.000000000,
2038,112.510200000,-2.748781000,10.203780000,123069.200000000,1.527857000,525.566200000,4.100866000,1470198.000000000,0.092707200,0.196725700,1.548159000,0.032240400,7.975135000,0.786300200,1.045895000,0.650000000,7880218.000000000,125664.600000000,125664.800000000,974207.000000000,974209.600000000,1997250.000000000,1997256.000000000,29423.140000000,30.795790000,0.034163700,0.613839500,-19044.540000000,-19045.040000000,-1.231542000,-1.231542000,247207.400000000,878939.400000000,0.512000000,16699700.000000000,15266070.000000000,47.055270000,34.398820000,3.812375000,602096.100000000,-1007348.000000000,-3.104995000,-2.958413000,1366208.000000000,378408.400000000,0.012578300,0.017195500,1.685134000,2.119972000,1505930.000000000,2.794429000,4.620833000,2611744.000000000,2712180.000000000,0.119902100,4117677.000000000,52123030.000000000,27747270.000000000,0.466595100,59668.570000000,0.302478500,58143.520000000,27841.630000000,0.000000000,0.842602200,7.957632000,1.890091000,944.411200000,27787500.000000000,677.549300000,14701700.000000000,1243294.000000000,2937706.000000000,1.899462000,0.035810500,0.027988500,8.644584000,10669960.000000000,14.406310000,11.829110000,25.050400000,16.878570000,107252.200000000,70814.600000000,32.159110000,318.075300000,15858500.000000000,1.360969000,1.004724000,14.855100000,1094346.000000000,6872869.000000000,1891.511000000,8327348.000000000,-149219.200000000,0.629928100,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,715821.500000000,0.039869400,4.179435000,0.018173100,0.054745300,2.555886000,2.518299000,9.244245000,2429.948000000,1.453589000,1.444194000,1022.478000000,30084440.000000000,703.414700000,15262380.000000000,25.508680000,2.017837000,1102.633000000,32442870.000000000,741.008200000,16078060.000000000,661.624300000,14355650.000000000,47878.700000000,234.320700000,141594.800000000,783.727600000,181.968800000,1.944409000,0.000000000,64131.930000000,43101.340000000,237.362300000,131.603400000,15.795480000,12.573660000,104.088900000,9077694.000000000,5805559.000000000,0.115772400,130.075300000,15.951160000,64842.480000000,43134.440000000,215333.100000000,141628.000000000,148328.600000000,2.000000000,
2039,122.723400000,-2.554092000,10.403840000,129097.300000000,1.558400000,541.560500000,4.219083000,1585157.000000000,0.092707200,0.196725700,1.579111000,0.032785600,8.205178000,0.781711200,1.061276000,0.650000000,8460902.000000000,134972.500000000,134972.800000000,1046367.000000000,1046369.000000000,2157714.000000000,2157720.000000000,29645.200000000,30.795790000,0.034163700,0.631543800,-19772.220000000,-19772.750000000,-1.231542000,-1.231542000,258189.600000000,913179.900000000,0.512000000,17507250.000000000,16333300.000000000,46.707460000,34.398790000,3.812374000,642974.600000000,-1067199.000000000,-3.051814000,-2.910493000,1467401.000000000,403133.700000000,0.012578300,0.013582300,1.457326000,2.178366000,1584492.000000000,2.754707000,4.620833000,2712345.000000000,2913862.000000000,0.119902100,4296839.000000000,54710970.000000000,28849020.000000000,0.466595100,59669.380000000,0.303265600,58135.690000000,27837.900000000,0.000000000,0.842601600,7.957614000,1.942823000,994.678200000,29487400.000000000,699.480100000,15177590.000000000,1323585.000000000,3155292.000000000,1.954283000,0.035810500,0.027988500,8.870650000,11156110.000000000,14.775920000,12.131160000,24.782160000,17.315580000,107531.300000000,70815.670000000,32.927630000,318.073800000,17098540.000000000,1.400267000,1.004592000,14.855170000,1151116.000000000,7393705.000000000,1989.461000000,8720781.000000000,-141909.800000000,0.629927700,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,783742.500000000,0.040526300,4.218458000,0.018207700,0.054745300,2.570300000,2.532502000,9.348119000,2510.069000000,1.482892000,1.473069000,1081.125000000,32050150.000000000,729.065500000,15818960.000000000,26.456990000,2.073417000,1179.595000000,34969330.000000000,777.303700000,16865570.000000000,691.579100000,15005590.000000000,48753.230000000,238.523100000,145863.600000000,797.508600000,185.202500000,1.993739000,0.000000000,67585.700000000,44515.010000000,241.635700000,135.044900000,16.199140000,12.894720000,106.783600000,9138829.000000000,5835869.000000000,0.118539200,132.147900000,15.969950000,68257.890000000,44497.340000000,226080.100000000,145845.800000000,152964.900000000,2.000000000,
2040,133.589200000,-2.374571000,10.592640000,135336.000000000,1.589555000,557.719400000,4.338536000,1707407.000000000,0.092707200,0.196725700,1.610684000,0.033324700,8.437581000,0.777374500,1.076657000,0.650000000,9076061.000000000,144831.300000000,144832.000000000,1122800.000000000,1122802.000000000,2328474.000000000,2328481.000000000,29857.750000000,30.795790000,0.034163700,0.649426700,-20508.190000000,-20508.740000000,-1.231542000,-1.231542000,269509.800000000,948348.200000000,0.512000000,18342830.000000000,17463010.000000000,46.376210000,34.398770000,3.812369000,686169.900000000,-1129718.000000000,-3.000170000,-2.864968000,1574590.000000000,429203.300000000,0.012578300,0.010722100,1.258562000,2.237545000,1665507.000000000,2.716972000,4.620833000,2818594.000000000,3127509.000000000,0.119902100,4484100.000000000,57371840.000000000,29994420.000000000,0.466595100,59660.920000000,0.304009300,58118.940000000,27829.870000000,0.000000000,0.842601000,7.957599000,1.996279000,1047.412000000,31273310.000000000,721.978700000,15665800.000000000,1408020.000000000,3385767.000000000,2.009643000,0.035810600,0.027988500,9.098813000,11657400.000000000,15.150950000,12.441160000,24.509950000,17.762180000,107795.000000000,70805.680000000,33.708150000,318.072200000,18417210.000000000,1.439977000,1.004465000,14.855240000,1210107.000000000,7946341.000000000,2091.259000000,9127381.000000000,-135051.400000000,0.629927000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,856538.900000000,0.041159800,4.257523000,0.018226900,0.054745300,2.584593000,2.546585000,9.449099000,2592.456000000,1.512781000,1.502522000,1142.848000000,34122780.000000000,755.459600000,16391630.000000000,27.429740000,2.129742000,1261.154000000,37655130.000000000,814.867300000,17680620.000000000,722.468400000,15675810.000000000,49633.110000000,242.703100000,150254.500000000,811.395700000,188.502200000,2.043964000,0.000000000,71210.840000000,45965.910000000,245.964000000,138.518300000,16.610100000,13.224300000,109.538200000,9198847.000000000,5865349.000000000,0.121348900,134.226100000,15.988650000,71838.650000000,45894.150000000,237352.900000000,150182.300000000,157720.500000000,2.000000000,
2041,144.065100000,-2.213321000,10.709900000,141539.800000000,1.621335000,573.628900000,4.456160000,1833930.000000000,0.092707200,0.196725700,1.642887000,0.033878000,8.666390000,0.773275000,1.092038000,0.650000000,9720016.000000000,155075.000000000,155075.700000000,1202213.000000000,1202215.000000000,2510733.000000000,2510740.000000000,30061.120000000,30.795790000,0.034163700,0.667029600,-21236.870000000,-21237.450000000,-1.231542000,-1.231542000,281425.500000000,983270.400000000,0.512000000,19175150.000000000,18659710.000000000,46.145190000,34.398740000,3.812366000,731781.600000000,-1196673.000000000,-2.959356000,-2.821720000,1685957.000000000,456808.000000000,0.012578300,0.008502100,1.088892000,2.297530000,1746548.000000000,2.681123000,4.620833000,2928784.000000000,3350788.000000000,0.119902100,4675333.000000000,60103540.000000000,31176370.000000000,0.466595100,59566.450000000,0.304713600,58018.500000000,27781.770000000,0.000000000,0.842600100,7.957584000,2.050471000,1104.166000000,33192440.000000000,746.030600000,16187730.000000000,1494991.000000000,3625223.000000000,2.064127000,0.035810600,0.027988500,9.329041000,12163540.000000000,15.531420000,12.759710000,24.233170000,18.218600000,108044.700000000,70693.640000000,34.500140000,318.070600000,19781940.000000000,1.479072000,1.004342000,14.855370000,1272320.000000000,8523342.000000000,2198.036000000,9538402.000000000,-128860.600000000,0.629926100,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,933476.500000000,0.041765700,4.296608000,0.018237800,0.054745300,2.598731000,2.560513000,9.549584000,2679.486000000,1.543268000,1.532565000,1208.121000000,36317400.000000000,782.831200000,16985510.000000000,28.405780000,2.186838000,1345.160000000,40436940.000000000,852.220100000,18491090.000000000,753.367500000,16346250.000000000,50552.980000000,247.184500000,154886.600000000,825.846000000,191.836600000,2.095095000,0.000000000,75104.120000000,47510.930000000,250.429200000,142.023100000,17.028540000,13.562840000,112.352700000,9257745.000000000,5897064.000000000,0.124199900,136.396000000,16.007300000,75670.550000000,47374.950000000,249356.600000000,154750.500000000,162783.400000000,2.000000000,
2042,155.632200000,-2.063283000,10.850020000,147989.400000000,1.653750000,589.621100000,4.574344000,1968678.000000000,0.092707200,0.196725700,1.675735000,0.034427300,8.896422000,0.769401600,1.107418000,0.650000000,10406030.000000000,165997.700000000,165998.400000000,1286889.000000000,1286893.000000000,2706093.000000000,2706100.000000000,30255.630000000,30.795790000,0.034163700,0.684736200,-21970.220000000,-21970.900000000,-1.231542000,-1.231542000,293840.500000000,1019372.000000000,0.512000000,20039920.000000000,19928790.000000000,45.920410000,34.398690000,3.812365000,779978.500000000,-1269080.000000000,-2.924249000,-2.780634000,1804708.000000000,485879.400000000,0.012578300,0.006732390,0.940391700,2.358341000,1831175.000000000,2.647067000,4.620833000,3039971.000000000,3587394.000000000,0.119902100,4871146.000000000,62905500.000000000,32396470.000000000,0.466595100,59463.350000000,0.305379000,57909.750000000,27729.700000000,0.000000000,0.842599300,7.957566000,2.105391000,1163.241000000,35194570.000000000,770.393100000,16716390.000000000,1586505.000000000,3880558.000000000,2.118957000,0.035810600,0.027988500,9.568574000,12686640.000000000,15.921990000,13.077350000,23.952280000,18.680640000,108280.700000000,70571.360000000,35.306080000,318.069000000,21235450.000000000,1.518384000,1.004227000,14.855540000,1337079.000000000,9136943.000000000,2309.236000000,9958826.000000000,-122988.300000000,0.629925300,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1016102.000000000,0.042382300,4.335688000,0.018235100,0.054745300,2.612730000,2.574309000,9.647626000,2768.221000000,1.574360000,1.563207000,1276.745000000,38628650.000000000,810.960900000,17595860.000000000,29.409850000,2.244717000,1434.397000000,43398540.000000000,891.052800000,19333660.000000000,785.635800000,17046390.000000000,51482.640000000,251.694400000,159681.100000000,840.458600000,195.227400000,2.147155000,0.000000000,79162.050000000,49079.130000000,254.951300000,145.669800000,17.454550000,13.900480000,115.202300000,9315508.000000000,5927983.000000000,0.127101700,138.585100000,16.025850000,79662.220000000,48876.960000000,262001.600000000,159478.800000000,167916.500000000,2.000000000,
2043,167.839500000,-1.924416000,10.979760000,154637.600000000,1.686814000,605.676100000,4.693018000,2111349.000000000,0.092707200,0.196725700,1.709241000,0.034973100,9.127337000,0.765738500,1.122799000,0.650000000,11129920.000000000,177532.100000000,177532.800000000,1376309.000000000,1376313.000000000,2913603.000000000,2913610.000000000,30441.620000000,30.795790000,0.034163700,0.702503900,-22707.170000000,-22707.860000000,-1.231542000,-1.231542000,306702.300000000,1055854.000000000,0.512000000,20931250.000000000,21270990.000000000,45.710930000,34.398660000,3.812358000,830967.500000000,-1342209.000000000,-2.884379000,-2.741602000,1930107.000000000,516502.800000000,0.012578300,0.005327880,0.811098200,2.420000000,1918197.000000000,2.614714000,4.620833000,3156412.000000000,3837513.000000000,0.119902100,5074607.000000000,65780120.000000000,33656140.000000000,0.466595100,59351.610000000,0.306004900,57792.670000000,27673.630000000,0.000000000,0.842598700,7.957552000,2.161084000,1225.291000000,37299790.000000000,795.433400000,17259780.000000000,1681305.000000000,4150187.000000000,2.173976000,0.035810600,0.027988500,9.811646000,13225420.000000000,16.319060000,13.402010000,23.667250000,19.151810000,108502.600000000,70438.780000000,36.124780000,318.067400000,22774390.000000000,1.557838000,1.004119000,14.855650000,1404388.000000000,9787699.000000000,2424.780000000,10394330.000000000,-117463.200000000,0.629924600,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1105804.000000000,0.043026000,4.374741000,0.018221800,0.054745300,2.626633000,2.588006000,9.743420000,2859.492000000,1.606068000,1.594463000,1348.923000000,41063290.000000000,839.890000000,18223550.000000000,30.439170000,2.303402000,1528.623000000,46533740.000000000,931.082500000,20202210.000000000,818.816000000,17766300.000000000,52423.610000000,256.247200000,164624.100000000,855.247100000,198.666600000,2.200163000,0.000000000,83423.940000000,50690.230000000,259.539100000,149.370100000,17.888250000,14.245570000,118.108100000,9372118.000000000,5958096.000000000,0.130048800,140.794000000,16.044270000,83848.600000000,50417.410000000,275288.200000000,164351.200000000,173188.100000000,2.000000000,
2044,180.715900000,-1.795775000,11.100040000,161486.500000000,1.720541000,621.778900000,4.812036000,2262292.000000000,0.092707200,0.196725700,1.743416000,0.035515100,9.358948000,0.762273900,1.138180000,0.650000000,11893920.000000000,189706.000000000,189706.700000000,1470685.000000000,1470690.000000000,3133831.000000000,3133838.000000000,30619.390000000,30.795790000,0.034163700,0.720327200,-23447.000000000,-23447.720000000,-1.231542000,-1.231542000,320026.200000000,1092999.000000000,0.512000000,21849420.000000000,22688740.000000000,45.513780000,34.398620000,3.812357000,884774.900000000,-1417722.000000000,-2.843960000,-2.704522000,2062460.000000000,548750.000000000,0.012578300,0.004214550,0.698766900,2.482527000,2007655.000000000,2.583978000,4.620833000,3278284.000000000,4101609.000000000,0.119902100,5285939.000000000,68729860.000000000,34956550.000000000,0.466595100,59230.780000000,0.306588900,57666.900000000,27613.400000000,0.000000000,0.842597600,7.957537000,2.217558000,1290.457000000,39512940.000000000,821.167600000,17818220.000000000,1780149.000000000,4434766.000000000,2.229168000,0.035810700,0.027988500,10.058720000,13779550.000000000,16.723010000,13.733210000,23.378080000,19.632170000,108709.700000000,70295.450000000,36.956440000,318.065800000,24402560.000000000,1.597420000,1.004014000,14.855780000,1474318.000000000,10476200.000000000,2544.765000000,10842480.000000000,-112260.400000000,0.629923800,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1201962.000000000,0.043665900,4.413748000,0.018200600,0.054745300,2.640353000,2.601525000,9.837024000,2953.341000000,1.638411000,1.626346000,1424.818000000,43627030.000000000,869.634100000,18868960.000000000,31.493540000,2.362914000,1628.063000000,49850250.000000000,972.320100000,21096950.000000000,852.925700000,18506420.000000000,53375.150000000,260.840600000,169714.100000000,870.202000000,202.154000000,2.254136000,0.000000000,87899.290000000,52345.210000000,264.185400000,153.132000000,18.329850000,14.597620000,121.070200000,9427555.000000000,5987392.000000000,0.133042700,143.022400000,16.062590000,88238.310000000,51996.900000000,289238.100000000,169365.900000000,178601.500000000,2.000000000,
2045,194.291600000,-1.676475000,11.211480000,168540.200000000,1.754940000,637.986700000,4.931835000,2421909.000000000,0.092707200,0.196725700,1.778277000,0.036050400,9.592077000,0.758996100,1.153561000,0.650000000,12700210.000000000,202550.400000000,202551.100000000,1570263.000000000,1570266.000000000,3367398.000000000,3367404.000000000,30789.260000000,30.795790000,0.034163700,0.738266000,-24191.670000000,-24192.400000000,-1.231542000,-1.231542000,333784.700000000,1130959.000000000,0.512000000,22795010.000000000,24185060.000000000,45.327060000,34.398590000,3.812356000,941490.200000000,-1496307.000000000,-2.804344000,-2.669296000,2202103.000000000,582696.400000000,0.012578300,0.003332340,0.601299100,2.545945000,2099612.000000000,2.554779000,4.620833000,3405656.000000000,4380316.000000000,0.119902100,5505271.000000000,71757400.000000000,36298770.000000000,0.466595100,59100.510000000,0.307128600,57531.990000000,27548.830000000,0.000000000,0.842597000,7.957526000,2.274842000,1358.887000000,41839110.000000000,847.613400000,18392110.000000000,1883483.000000000,4735023.000000000,2.284713000,0.035810700,0.027988500,10.309940000,14349320.000000000,17.134020000,14.071050000,23.084840000,20.122020000,108901.000000000,70140.940000000,37.801240000,318.064800000,26124310.000000000,1.637261000,1.003911000,14.855910000,1546944.000000000,11203900.000000000,2669.283000000,11303520.000000000,-107356.100000000,0.629923100,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1304612.000000000,0.044290700,4.452698000,0.018173800,0.054745300,2.654004000,2.614972000,9.928188000,3049.825000000,1.671401000,1.658866000,1504.613000000,46325880.000000000,900.211400000,19532410.000000000,32.573490000,2.423277000,1732.969000000,53356790.000000000,1014.792000000,22018490.000000000,887.988600000,19267200.000000000,54331.720000000,265.423900000,174949.800000000,885.248000000,205.689700000,2.309090000,0.000000000,92598.000000000,54044.900000000,268.879400000,156.956100000,18.779520000,14.956720000,124.090800000,9481803.000000000,6015864.000000000,0.136083900,145.255000000,16.080810000,92840.310000000,53616.090000000,303875.200000000,174521.000000000,184159.500000000,2.000000000,
